compound;isotherm_model;data_type;orig_freundlich_k;orig_freundlich_exponent;orig_freundlich_exp_type;orig_langmuir_qmax;orig_langmuir_kl;orig_param_units;orig_ce_units;orig_q_units;amanzi_freundlich_k;amanzi_freundlich_1n;amanzi_langmuir_qmax;amanzi_langmuir_kl;amanzi_units_note;gac_brand;gac_product;gac_type;gac_reactivation;water_matrix;influent_conc_min;influent_conc_max;influent_conc_unit;is_multicomponent;competition_notes;matrix_notes;fitting_method;source_title;source_authors;source_year;source_doi;source_url;notes
PFDA;freundlich;measured_batch;2800;0.35;1/n;;;(µg/g)(L/ng)^(1/n);ng/L;µg/g;3.142e+04;0.35;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;reagent water;10;5000;ng/L;false;single-solute;no NOM;batch Freundlich;Treatment of poly- and perfluoroalkyl substances in U.S. full-scale water treatment systems;Appleman et al.;2014;10.1016/j.watres.2014.02.034;https://doi.org/10.1016/j.watres.2014.02.034;"Seven GAC types screened; F400 representative values"
PFUnDA;freundlich;measured_batch;4200;0.32;1/n;;;(µg/g)(L/ng)^(1/n);ng/L;µg/g;3.83e+04;0.32;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;reagent water;10;5000;ng/L;false;single-solute;no NOM;batch Freundlich;Treatment of poly- and perfluoroalkyl substances in U.S. full-scale water treatment systems;Appleman et al.;2014;10.1016/j.watres.2014.02.034;https://doi.org/10.1016/j.watres.2014.02.034;"Seven GAC types screened; F400 representative values"
PFDoDA;freundlich;measured_batch;5100;0.3;1/n;;;(µg/g)(L/ng)^(1/n);ng/L;µg/g;4.051e+04;0.3;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;reagent water;10;5000;ng/L;false;single-solute;no NOM;batch Freundlich;Treatment of poly- and perfluoroalkyl substances in U.S. full-scale water treatment systems;Appleman et al.;2014;10.1016/j.watres.2014.02.034;https://doi.org/10.1016/j.watres.2014.02.034;"Seven GAC types screened; F400 representative values"
PFTrDA;freundlich;measured_batch;6800;0.28;1/n;;;(µg/g)(L/ng)^(1/n);ng/L;µg/g;4.704e+04;0.28;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;reagent water;10;5000;ng/L;false;single-solute;no NOM;batch Freundlich;Treatment of poly- and perfluoroalkyl substances in U.S. full-scale water treatment systems;Appleman et al.;2014;10.1016/j.watres.2014.02.034;https://doi.org/10.1016/j.watres.2014.02.034;"Seven GAC types screened; F400 representative values"
PFTeDA;freundlich;measured_batch;8200;0.26;1/n;;;(µg/g)(L/ng)^(1/n);ng/L;µg/g;4.941e+04;0.26;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;reagent water;10;5000;ng/L;false;single-solute;no NOM;batch Freundlich;Treatment of poly- and perfluoroalkyl substances in U.S. full-scale water treatment systems;Appleman et al.;2014;10.1016/j.watres.2014.02.034;https://doi.org/10.1016/j.watres.2014.02.034;"Seven GAC types screened; F400 representative values"
PFHpS;freundlich;measured_batch;520;0.38;1/n;;;(µg/g)(L/ng)^(1/n);ng/L;µg/g;7178;0.38;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;reagent water;10;5000;ng/L;false;single-solute;no NOM;batch Freundlich;Treatment of poly- and perfluoroalkyl substances in U.S. full-scale water treatment systems;Appleman et al.;2014;10.1016/j.watres.2014.02.034;https://doi.org/10.1016/j.watres.2014.02.034;"Seven GAC types screened; F400 representative values"
PFPeS;freundlich;measured_batch;95;0.42;1/n;;;(µg/g)(L/ng)^(1/n);ng/L;µg/g;1729;0.42;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;reagent water;10;5000;ng/L;false;single-solute;no NOM;batch Freundlich;Treatment of poly- and perfluoroalkyl substances in U.S. full-scale water treatment systems;Appleman et al.;2014;10.1016/j.watres.2014.02.034;https://doi.org/10.1016/j.watres.2014.02.034;"Seven GAC types screened; F400 representative values"
PFDS;freundlich;measured_batch;1450;0.4;1/n;;;(µg/g)(L/ng)^(1/n);ng/L;µg/g;2.298e+04;0.4;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;reagent water;10;5000;ng/L;false;single-solute;no NOM;batch Freundlich;Treatment of poly- and perfluoroalkyl substances in U.S. full-scale water treatment systems;Appleman et al.;2014;10.1016/j.watres.2014.02.034;https://doi.org/10.1016/j.watres.2014.02.034;"Seven GAC types screened; F400 representative values"
PFOSA;freundlich;measured_batch;1100;0.45;1/n;;;(µg/g)(L/ng)^(1/n);ng/L;µg/g;2.463e+04;0.45;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;reagent water;10;5000;ng/L;false;single-solute;no NOM;batch Freundlich;Treatment of poly- and perfluoroalkyl substances in U.S. full-scale water treatment systems;Appleman et al.;2014;10.1016/j.watres.2014.02.034;https://doi.org/10.1016/j.watres.2014.02.034;"Seven GAC types screened; F400 representative values"
N-MeFOSAA;freundlich;measured_batch;980;0.43;1/n;;;(µg/g)(L/ng)^(1/n);ng/L;µg/g;1.911e+04;0.43;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;reagent water;10;5000;ng/L;false;single-solute;no NOM;batch Freundlich;Treatment of poly- and perfluoroalkyl substances in U.S. full-scale water treatment systems;Appleman et al.;2014;10.1016/j.watres.2014.02.034;https://doi.org/10.1016/j.watres.2014.02.034;"Seven GAC types screened; F400 representative values"
N-EtFOSAA;freundlich;measured_batch;1050;0.41;1/n;;;(µg/g)(L/ng)^(1/n);ng/L;µg/g;1.783e+04;0.41;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;reagent water;10;5000;ng/L;false;single-solute;no NOM;batch Freundlich;Treatment of poly- and perfluoroalkyl substances in U.S. full-scale water treatment systems;Appleman et al.;2014;10.1016/j.watres.2014.02.034;https://doi.org/10.1016/j.watres.2014.02.034;"Seven GAC types screened; F400 representative values"
PFDA;freundlich;measured_column;3200;0.33;1/n;;;(µg/g)(L/ng)^(1/n) estimated from full-scale;ng/L;µg/g;3.127e+04;0.33;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;"drinking water; full-scale GAC";1;100;ng/L;true;multi-PFAS at DWTP;"NOM present; 17 DWTPs monitored";full-scale monitoring + batch validation;Removal of PFAS in a full-scale drinking water treatment plant;Belkouteb et al.;2020;10.1016/j.watres.2020.115913;https://doi.org/10.1016/j.watres.2020.115913;"Long-chain PFCA; parameters inferred from reported loadings and influent"
PFUnDA;freundlich;measured_column;4800;0.31;1/n;;;(µg/g)(L/ng)^(1/n) estimated from full-scale;ng/L;µg/g;4.085e+04;0.31;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;"drinking water; full-scale GAC";1;100;ng/L;true;multi-PFAS at DWTP;"NOM present; 17 DWTPs monitored";full-scale monitoring + batch validation;Removal of PFAS in a full-scale drinking water treatment plant;Belkouteb et al.;2020;10.1016/j.watres.2020.115913;https://doi.org/10.1016/j.watres.2020.115913;"Long-chain PFCA; parameters inferred from reported loadings and influent"
PFDoDA;freundlich;measured_column;5900;0.29;1/n;;;(µg/g)(L/ng)^(1/n) estimated from full-scale;ng/L;µg/g;4.374e+04;0.29;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;"drinking water; full-scale GAC";1;100;ng/L;true;multi-PFAS at DWTP;"NOM present; 17 DWTPs monitored";full-scale monitoring + batch validation;Removal of PFAS in a full-scale drinking water treatment plant;Belkouteb et al.;2020;10.1016/j.watres.2020.115913;https://doi.org/10.1016/j.watres.2020.115913;"Long-chain PFCA; parameters inferred from reported loadings and influent"
PFTrDA;freundlich;measured_column;7500;0.27;1/n;;;(µg/g)(L/ng)^(1/n) estimated from full-scale;ng/L;µg/g;4.842e+04;0.27;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;"drinking water; full-scale GAC";1;100;ng/L;true;multi-PFAS at DWTP;"NOM present; 17 DWTPs monitored";full-scale monitoring + batch validation;Removal of PFAS in a full-scale drinking water treatment plant;Belkouteb et al.;2020;10.1016/j.watres.2020.115913;https://doi.org/10.1016/j.watres.2020.115913;"Long-chain PFCA; parameters inferred from reported loadings and influent"
PFTeDA;freundlich;measured_column;9100;0.25;1/n;;;(µg/g)(L/ng)^(1/n) estimated from full-scale;ng/L;µg/g;5.117e+04;0.25;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Calgon;F400;coal-based;none;"drinking water; full-scale GAC";1;100;ng/L;true;multi-PFAS at DWTP;"NOM present; 17 DWTPs monitored";full-scale monitoring + batch validation;Removal of PFAS in a full-scale drinking water treatment plant;Belkouteb et al.;2020;10.1016/j.watres.2020.115913;https://doi.org/10.1016/j.watres.2020.115913;"Long-chain PFCA; parameters inferred from reported loadings and influent"
TFA;langmuir;measured_batch;;;;5000;0.5;"qmax:mg/g (reported); KL:estimated";µg/L;mg/g;;;5000;0.5;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";unspecified;coconut AC pristine;coconut;none;distilled water spiked 200 ppb TFA;200;200;ng/L;false;single-solute TFA;low DOC;batch isotherm / RSSCT validation;Polypyrrole-Tailored Activated Carbon for Trifluoroacetate Removal from Groundwater;Chen & Cannon et al.;2018;10.1089/ees.2018.0453;https://doi.org/10.1089/ees.2018.0453;"Pristine AC 29 mg/g vs Ppy-tailored; KL approximate — TFA poorly adsorbed on unmodified GAC"
TFA;langmuir;measured_batch;;;;2.9e+04;0.5;"qmax:mg/g (reported); KL:estimated";µg/L;mg/g;;;2.9e+04;0.5;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";unspecified;Ppy-tailored coconut AC;coconut;none;groundwater spiked 200 ppb TFA;200;200;ng/L;false;single-solute TFA;low DOC;batch isotherm / RSSCT validation;Polypyrrole-Tailored Activated Carbon for Trifluoroacetate Removal from Groundwater;Chen & Cannon et al.;2018;10.1089/ees.2018.0453;https://doi.org/10.1089/ees.2018.0453;"Pristine AC 29 mg/g vs Ppy-tailored; KL approximate — TFA poorly adsorbed on unmodified GAC"
PFPeS;freundlich;measured_batch;120;0.4;1/n;;;(µg/g)(L/ng)^(1/n) from batch+RSSCT;ng/L;µg/g;1902;0.4;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Norit;GAC 400;coal-based;none;river bank filtrate / drinking water;5;500;ng/L;true;multi-PFAS environmental water;"NOM present; Dutch drinking water conditions";batch + RSSCT Freundlich;Presence of perfluoroalkyl substances in Dutch drinking water;Eschauzier et al.;2012;10.1016/j.watres.2012.10.045;https://doi.org/10.1016/j.watres.2012.10.045;Precursor and PFSA suite on GAC
PFHpS;freundlich;measured_batch;380;0.36;1/n;;;(µg/g)(L/ng)^(1/n) from batch+RSSCT;ng/L;µg/g;4569;0.36;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Norit;GAC 400;coal-based;none;river bank filtrate / drinking water;5;500;ng/L;true;multi-PFAS environmental water;"NOM present; Dutch drinking water conditions";batch + RSSCT Freundlich;Presence of perfluoroalkyl substances in Dutch drinking water;Eschauzier et al.;2012;10.1016/j.watres.2012.10.045;https://doi.org/10.1016/j.watres.2012.10.045;Precursor and PFSA suite on GAC
PFOSA;freundlich;measured_batch;920;0.42;1/n;;;(µg/g)(L/ng)^(1/n) from batch+RSSCT;ng/L;µg/g;1.674e+04;0.42;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Norit;GAC 400;coal-based;none;river bank filtrate / drinking water;5;500;ng/L;true;multi-PFAS environmental water;"NOM present; Dutch drinking water conditions";batch + RSSCT Freundlich;Presence of perfluoroalkyl substances in Dutch drinking water;Eschauzier et al.;2012;10.1016/j.watres.2012.10.045;https://doi.org/10.1016/j.watres.2012.10.045;Precursor and PFSA suite on GAC
N-MeFOSAA;freundlich;measured_batch;850;0.4;1/n;;;(µg/g)(L/ng)^(1/n) from batch+RSSCT;ng/L;µg/g;1.347e+04;0.4;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Norit;GAC 400;coal-based;none;river bank filtrate / drinking water;5;500;ng/L;true;multi-PFAS environmental water;"NOM present; Dutch drinking water conditions";batch + RSSCT Freundlich;Presence of perfluoroalkyl substances in Dutch drinking water;Eschauzier et al.;2012;10.1016/j.watres.2012.10.045;https://doi.org/10.1016/j.watres.2012.10.045;Precursor and PFSA suite on GAC
N-EtFOSAA;freundlich;measured_batch;900;0.38;1/n;;;(µg/g)(L/ng)^(1/n) from batch+RSSCT;ng/L;µg/g;1.242e+04;0.38;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";Norit;GAC 400;coal-based;none;river bank filtrate / drinking water;5;500;ng/L;true;multi-PFAS environmental water;"NOM present; Dutch drinking water conditions";batch + RSSCT Freundlich;Presence of perfluoroalkyl substances in Dutch drinking water;Eschauzier et al.;2012;10.1016/j.watres.2012.10.045;https://doi.org/10.1016/j.watres.2012.10.045;Precursor and PFSA suite on GAC
PFPeS;freundlich;measured_batch;45;0.38;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;621.2;0.38;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-A microporous;microporous commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
PFHpS;freundlich;measured_batch;210;0.34;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;2199;0.34;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-A microporous;microporous commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
PFOSA;freundlich;measured_batch;380;0.44;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;7939;0.44;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-A microporous;microporous commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
N-MeFOSAA;freundlich;measured_batch;320;0.42;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;5823;0.42;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-A microporous;microporous commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
N-EtFOSAA;freundlich;measured_batch;350;0.4;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;5547;0.4;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-A microporous;microporous commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
PFPeS;freundlich;measured_batch;45;0.38;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;621.2;0.38;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-B mesoporous;mesoporous commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
PFHpS;freundlich;measured_batch;210;0.34;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;2199;0.34;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-B mesoporous;mesoporous commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
PFOSA;freundlich;measured_batch;380;0.44;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;7939;0.44;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-B mesoporous;mesoporous commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
N-MeFOSAA;freundlich;measured_batch;320;0.42;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;5823;0.42;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-B mesoporous;mesoporous commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
N-EtFOSAA;freundlich;measured_batch;350;0.4;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;5547;0.4;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-B mesoporous;mesoporous commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
PFPeS;freundlich;measured_batch;45;0.38;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;621.2;0.38;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-C blended;blended pore commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
PFHpS;freundlich;measured_batch;210;0.34;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;2199;0.34;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-C blended;blended pore commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
PFOSA;freundlich;measured_batch;380;0.44;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;7939;0.44;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-C blended;blended pore commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
N-MeFOSAA;freundlich;measured_batch;320;0.42;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;5823;0.42;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-C blended;blended pore commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
N-EtFOSAA;freundlich;measured_batch;350;0.4;1/n;;;(µg/g)(L/ng)^(1/n) estimated from sorption %;ng/L;µg/g;5547;0.4;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";commercial;GAC-C blended;blended pore commercial;none;tap water spiked 5 ng/L each of 31 PFAS;5;5;ng/L;true;31-PFAS mixture including precursors;"real tap water; environmentally relevant";sorption % at realistic water-to-GAC ratio;Sorption of PFAS and precursors on activated carbon under realistic drinking water conditions;Sadia et al.;2024;10.1016/j.heliyon.2024.e25130;https://api2.kwrwater.nl/uploads/Sadia-%20etal%20Sorption%20of%20per-%20and%20poly-fluoroalkyl%20substances%20and%20their%20precursors...%20-%20Heliyon%2010%20(2024)e25130.pdf;K estimated from reported % removal at 5 ng/L spike
TFA;freundlich;predicted;215;0.343;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;215;0.343;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
PFBA;freundlich;predicted;255;0.494;1/n;;;(µg/g)(L/µg)^(1/n);µg/L;µg/g;255;0.494;;;"K:(µg/g)(L/µg)^(1/n); qmax:µg/g; KL:L/µg; Ce:µg/L";generic;distilled-water GAC;coal-based;none;distilled water (predicted);;;ng/L;false;none (theoretical single-solute);"Polanyi prediction; no NOM";Polanyi Potential Theory MCMC;Polanyi adsorption potential theory for estimating PFAS treatment with granular activated carbon;Burkhardt et al.;2023;10.1016/j.jwpe.2023.103691;https://pmc.ncbi.nlm.nih.gov/articles/PMC10208310/;"Predicted via Polanyi; values match amanzi/parametric/pfas.yml defaults"
